APK_Path,Package
/product/priv-app/facebook-installer/facebook-installer.apk,com.facebook.system
/product/overlay/MotoTelecommOverlayGmsBOOST.apk,com.motorola.android.server.telecom.overlay.gms.boost
/product/priv-app/TMO_RSU_2/TMO_RSU_2.apk,com.tmobile.rsuapp
/system/app/PrintSpooler/PrintSpooler.apk,com.android.printspooler
/product/priv-app/ComcastSettingsExt/ComcastSettingsExt.apk,com.motorola.comcast.settings.extensions
/system/priv-app/AppDirectedSmsProxy/AppDirectedSmsProxy.apk,com.motorola.appdirectedsmsproxy
/system/app/MotoDolbyDax3/MotoDolbyDax3.apk,com.motorola.dolby.dolbyui
/data/app/~~bTrIX4WHmodE2GUmDlhT5A,
/system_ext/priv-app/QtiTelephony/QtiTelephony.apk,com.qti.phone
/apex/com.android.tethering/priv-app/TetheringGoogle@360743340/TetheringGoogle.apk,com.google.android.networkstack.tethering
/product/overlay/MotoPreloadContactsOverlayVzw.apk,com.motorola.contacts.preloadcontacts.overlay.vzw
/system_ext/priv-app/WfdService/WfdService.apk,com.qualcomm.wfd.service
/product/overlay/EuiccPartnerAppDISHRRO.apk,com.oem.euiccpartnerapp.overlay.dish
/product/app/AudioRecorder/AudioRecorder.apk,com.motorola.audiorecorder
/data/app/~~Z2Gd78bGgMO9vnWWbxKXGA,
/data/app/~~JR5fNbym02BE0CNCK2qp5w,
/data/app/~~GiOQmESL3HTbor5kPLWnoQ,
/product/overlay/folderTmoNoSIMAppTray_google_rcs.apk,com.motorola.android.launcher.overlay.tmonosim.rcs.apptray
/data/app/~~cFQ0Z5JoZl61EaBPgpLPJQ,
/product/app/ThermalService/ThermalService.apk,com.motorola.thermalservice
/product/overlay/AccessibilityMenu__fogo_g__auto_generated_rro_product.apk,com.android.systemui.accessibility.accessibilitymenu.auto_generated_rro_product__
/product/priv-app/CbrsNetworkMonitor/CbrsNetworkMonitor.apk,com.google.android.apps.cbrsnetworkmonitor
/product/overlay/MotoFrameworkResAppcloneOverlay.apk,com.motorola.android.overlay.appclone
/apex/com.android.apex.cts.shim/priv-app/CtsShimPriv@MAIN/CtsShimPriv.apk,com.android.cts.priv.ctsshim
/product/priv-app/DishInstallerApp/DishInstallerApp.apk,com.dish.wireless.installer
/system_ext/priv-app/3c_devicemanagement-binary/3c_devicemanagement-binary.apk,com.motorola.ccc.devicemanagement
/data/app/~~h9s7fohZ1EEn8ExQOxL81g,
/vendor/app/CACertService/CACertService.apk,vendor.qti.hardware.cacert.server
/data/app/~~idqEL6kt2SF6K2s72jg8wg,
/product/overlay/LauncherConfig-rro-fi.apk,com.motorola.launcherconfig.overlay.fi
/data/app/~~evVs5AzOQnFE44AcMu7mtw,
/data/app/~~Z9zMC8OoudRspaEujACb2g,
/product/overlay/MotoSetupWizardExtOverlayPrimaryEsim.apk,com.motorola.setup.overlay.primaryesim
/product/priv-app/SpectrumCM/SpectrumCM.apk,com.spectrum.cm.headless
/data/app/~~aSp0PwBni0dl8l-6SgF9Fw,
/product/priv-app/DeviceUnlock/DeviceUnlock.apk,com.att.deviceunlock
/data/app/~~sx7i-E4pxiQD-0jQfM--lg,
/product/priv-app/DishDM/DishDM.apk,com.motorola.omadm.dish
/product/overlay/MotoLauncherOverlayATT.apk,com.motorola.android.launcher.overlay.att
/product/overlay/MotoLauncherOverlayComcast.apk,com.motorola.android.launcher.overlay.comcast
/system_ext/app/DciStatsService/DciStatsService.apk,com.motorola.dciservice
/product/overlay/MotoSettingsOverlayTMO.apk,com.motorola.android.settings.overlay.tmo
/system_ext/priv-app/ims/ims.apk,org.codeaurora.ims
/product/overlay/LauncherConfig-rro-boost.apk,com.motorola.launcherconfig.overlay.boost
/product/priv-app/VzwMyVerizon-v20-8-3/VzwMyVerizon-v20-8-3.apk,com.vzw.hss.myverizon
/product/priv-app/ImsServiceEntitlement/ImsServiceEntitlement.apk,com.android.imsserviceentitlement
/system_ext/priv-app/MotoSstSoundService/MotoSstSoundService.apk,com.motorola.sstservice
/product/app/LauncherConfig/LauncherConfig.apk,com.motorola.launcherconfig
/apex/com.android.mediaprovider/priv-app/PhotopickerGoogle@360738280/PhotopickerGoogle.apk,com.google.android.photopicker
/product/overlay/TetheringOverlay.apk,com.motorola.android.networkstack.tethering.overlay.motCommon
/data/app/~~3T4IfaAIwcNjj6tf6Jowpw,
/product/overlay/MotoSettingsAppCloneOverlay.apk,com.motorola.android.settings.overlay.appclone
/system/app/CompanionDeviceManager/CompanionDeviceManager.apk,com.android.companiondevicemanager
/product/overlay/framework-rro-irservice.apk,com.motorola.actions.overlay
/product/overlay/IconShapeRoundedRect/IconShapeRoundedRectOverlay.apk,com.android.theme.icon.roundedrect
/system/app/Stk/Stk.apk,com.android.stk
/product/priv-app/AppCloudOobeMotorolaStub/AppCloudOobeMotorolaStub.apk,com.aura.oobe.motorola
/system_ext/priv-app/SpectrumSetupExt/SpectrumSetupExt.apk,com.motorola.spectrum.setup.extensions
/system/priv-app/MtpService/MtpService.apk,com.android.mtp
/system/priv-app/CalendarProvider/CalendarProvider.apk,com.android.providers.calendar
/product/priv-app/FamilyLinkParentalControls/FamilyLinkParentalControls.apk,com.google.android.gms.supervision
/system_ext/app/WAPPushManager/WAPPushManager.apk,com.android.smspush
/product/overlay/MotoSettingsProviderOverlayDPPNone.apk,com.motorola.android.providers.settings.overlay.dppnone
/system_ext/priv-app/PaksNotification/PaksNotification.apk,com.motorola.paks.notification
/product/priv-app/EasyPrefix/EasyPrefix.apk,com.motorola.easyprefix
/data/app/~~1A9NhuBjMyZJJ8kzB7-iig,
/data/app/~~MwuPhE0UrXI36RNBh1Jizw,
/product/overlay/MotoFrameworkResOverlayCrystalTalkAI.apk,com.motorola.android.overlay.crystaltalkai
/product/overlay/MotoLauncherOverlayTelus.apk,com.motorola.android.launcher.overlay.telus
/product/overlay/LauncherConfigOverlayFogo.apk,com.motorola.launcherconfig.overlay.fogo
/product/priv-app/DishCarrierApp/DishCarrierApp.apk,com.dish.wireless.carrierapp
/product/priv-app/LenovoId/LenovoId.apk,com.lenovo.lsf.user
/data/app/~~oMIQdvZCvHX3FQSd3pd2UQ,
/product/overlay/MotoSetupWizardExtOverlayComcast.apk,com.motorola.setup.overlay.comcast
/apex/com.android.uwb/priv-app/ServiceUwbResources@V1UFN35M.193-20/ServiceUwbResources.apk,com.android.uwb.resources
/product/priv-app/AttVisualVoicemail/AttVisualVoicemail.apk,com.att.mobile.android.vvm
/system/priv-app/DownloadProvider/DownloadProvider.apk,com.android.providers.downloads
/system/priv-app/DeviceDiagnostics/DeviceDiagnostics.apk,com.android.devicediagnostics
/product/priv-app/AttDM/AttDM.apk,com.motorola.omadm.att
/system_ext/priv-app/MSimSettings/MSimSettings.apk,com.motorola.msimsettings
/product/overlay/MotoCellBroadcastServiceOverlay.apk,com.android.cellbroadcastservice.overlay
/system/priv-app/ProxyHandler/ProxyHandler.apk,com.android.proxyhandler
/product/priv-app/CarrierSettings/CarrierSettings.apk,com.google.android.carrier
/product/overlay/TelephonyResMotCommon.apk,com.android.phone.overlay.motcommon
/product/priv-app/GoogleOneTimeInitializer/GoogleOneTimeInitializer.apk,com.google.android.onetimeinitializer
/data/app/~~eoRTRl_e8GNjdRHYrO93Bg,
/product/priv-app/TmoMinusOne/TmoMinusOne.apk,com.tmobile.m1
/system_ext/priv-app/MotoBtAptxMode/MotoBtAptxMode.apk,com.bluetooth.aptxmode
/product/overlay/GoogleExtServicesConfigOverlay.apk,com.google.android.overlay.modules.ext.services
/system_ext/app/ImsRcsService/ImsRcsService.apk,vendor.qti.imsrcs
/product/overlay/SetupWizardExt-rro-disableStayTouch.apk,com.motorola.setup.overlay.disable.staytouch
/product/priv-app/OMAProvisioning/OMAProvisioning.apk,com.motorola.android.provisioning
/system_ext/priv-app/EnterpriseAdapterService/EnterpriseAdapterService.apk,com.motorola.enterprise.adapter.service
/product/priv-app/SprintSettings/SprintSettings.apk,com.motorola.settings
/product/priv-app/AttDeviceHelp/AttDeviceHelp.apk,com.att.dh
/apex/com.android.configinfrastructure/app/DeviceConfigServiceResourcesGoogle@360527560/DeviceConfigServiceResourcesGoogle.apk,com.google.android.server.deviceconfig.resources
/data/app/~~vu1ehxZFHNZDv7sJ-lJoFA,
/system_ext/priv-app/GestureNavigationTutorial/GestureNavigationTutorial.apk,com.motorola.gesture
/data/app/~~P2ZrtaKk8ixTQtcYJ1POWw,
/system/priv-app/ManagedProvisioning/ManagedProvisioning.apk,com.android.managedprovisioning
/product/priv-app/PreloadContacts/PreloadContacts.apk,com.motorola.contacts.preloadcontacts
/system_ext/app/QtiTelephonyService/QtiTelephonyService.apk,com.qualcomm.qti.telephonyservice
/system/priv-app/Shell/Shell.apk,com.android.shell
/product/priv-app/MVS-Lite/MVS-Lite.apk,com.verizon.mips.services
/product/overlay/MotoSystemUIOverlaySPRINT/MotoSystemUIOverlaySPRINT.apk,com.motorola.android.systemui.overlay.sprint
/apex/com.android.permission/priv-app/GoogleSafetyCenterResources@360743220/GoogleSafetyCenterResources.apk,com.google.android.safetycenter.resources
/data/app/~~9dBPpp8Yv8-cq1NId0Pg-w,
/system_ext/priv-app/com.qualcomm.location/com.qualcomm.location.apk,com.qualcomm.location
/product/overlay/GmsConfigOverlayASI.apk,com.google.android.overlay.gmsconfig.asi
/product/priv-app/MotoAppForecast/MotoAppForecast.apk,com.motorola.appforecast
/apex/com.android.wifi/app/OsuLoginGoogle@360735060/OsuLoginGoogle.apk,com.google.android.hotspot2.osulogin
/product/overlay/LauncherConfig-rro-vzwpre.apk,com.motorola.launcherconfig.overlay.vzwpre
/product/overlay/MotoLauncherOverlayAppLabelTwoLinesCC.apk,com.motorola.android.launcher.overlay.applabeltwolines.cc
/system/app/AuraJetAtt/AuraJetAtt.apk,com.aura.jet.att
/product/priv-app/TFDevicePulse/TFDevicePulse.apk,com.tracfone.preload.accountservices
/system/priv-app/SettingsProvider/SettingsProvider.apk,com.android.providers.settings
/product/overlay/FontExo2RegularSource/FontExo2RegularSourceOverlay.apk,com.android.theme.font.Exo2Regular
/system/app/CertInstaller/CertInstaller.apk,com.android.certinstaller
/product/overlay/folderMetroAppTray_google_rcs.apk,com.motorola.android.launcher.overlay.metropcs.rcs.apptray
/product/overlay/MotoFrameworkResOverlayLPPtoGA.apk,com.motorola.android.overlay.lpptoga
/system/priv-app/DynamicSystemInstallationService/DynamicSystemInstallationService.apk,com.android.dynsystem
/product/overlay/MotoSafetyCenterResourceOverlay.apk,com.motorola.safetycenter.resources.overlay
/product/priv-app/CallGuardian/CallGuardian.apk,com.uscc.ecid
/system_ext/priv-app/xrcbservice/xrcbservice.apk,com.qualcomm.qti.xrcb
/product/priv-app/CloudSetup/CloudSetup.apk,com.motorola.vzw.cloudsetup
/system_ext/priv-app/rcsConfigService/rcsConfigService.apk,com.motorola.rcsConfigService
/data/app/~~FSruDlfifIkt_EQ0N3YcZw,
/product/overlay/EuiccPartnerAppNARRO.apk,com.oem.euiccpartnerapp.overlay.na
/product/overlay/MotoSetupWizardExtOverlayAttSimOobe.apk,com.motorola.setup.overlay.att.simoobe
/product/overlay/MotoSettingsOverlayComcast.apk,com.motorola.settings.overlay.comcast
/system_ext/priv-app/ChromeHomePageProvider/ChromeHomePageProvider.apk,com.motorola.android.providers.chromehomepage
/product/priv-app/AttMobileKey/AttMobileKey.apk,com.att.csoiam.mobilekey
/product/overlay/ModuleMetadataGoogleOverlay.apk,com.google.android.overlay.modules.modulemetadata.forframework
/data/app/~~046lQIWrniVuT4TUlrbW4Q,
/product/overlay/MotoCoreSettingsDoubleTapOverlay.apk,com.motorola.android.coresettingsext.overlay.doubletap
/data/app/~~Fzjq3OXvA8SaZIkamrHR2g,
/system_ext/overlay/MSimSettingsOverlay.apk,com.motorola.msimsettings.overlay
/data/app/~~C5q6U-S3_iS8jQTm6lfQ1w,
/system/priv-app/MediaProviderLegacy/MediaProviderLegacy.apk,com.android.providers.media
/product/priv-app/Contacts/Contacts.apk,com.android.contacts
/product/priv-app/MetroZone/MetroZone.apk,com.metropcs.metrozone
/data/app/~~FJR2PuWIICbFPKGgvXr90g,
/product/app/TimeWeather/TimeWeather.apk,com.motorola.timeweatherwidget
/system_ext/priv-app/SettingsMoto/SettingsMoto.apk,com.android.settings
/system/app/SecureElement/SecureElement.apk,com.android.se
/product/overlay/MotoSetupWizardExtOverlayPai.apk,com.motorola.setup.overlay.pai
/data/app/~~j4pri0HOttqDS8jAFIb-Lw,
/data/app/~~GZexpBjYxHafH78T-MCdQQ,
/product/overlay/MotoLauncherOverlayRetailGlobal.apk,com.motorola.android.launcher.overlay.retail.global
/system/app/GooglePrintRecommendationService/GooglePrintRecommendationService.apk,com.google.android.printservice.recommendation
/system_ext/priv-app/CoreSettingsExt/CoreSettingsExt.apk,com.motorola.coresettingsext
/system/priv-app/AvatarPicker/AvatarPicker.apk,com.android.avatarpicker
/data/app/~~nftcgqucN9ZFxGkPiAaCdw,
/system_ext/app/NFWLocationAttribution/NFWLocationAttribution.apk,com.motorola.nfwlocationattribution
/apex/com.android.healthfitness/priv-app/HealthConnectControllerGoogle@360745040/HealthConnectControllerGoogle.apk,com.google.android.healthconnect.controller
/system/priv-app/MotoSystemServer/MotoSystemServer.apk,com.motorola.systemserver
/apex/com.android.virt/app/android.system.virtualmachine.res@V1UFN35M.193-20/android.system.virtualmachine.res.apk,com.android.virtualmachine.res
/system/priv-app/FusedLocation/FusedLocation.apk,com.android.location.fused
/product/overlay/FontRookeryRegular/FontRookeryRegularOverlay.apk,com.android.theme.font.RookeryRegular
/data/app/~~kfAjHC2JqkItG2HtCOi__Q,
/system_ext/priv-app/com.motorola.android.nativedropboxagent/com.motorola.android.nativedropboxagent.apk,com.motorola.android.nativedropboxagent
/system_ext/priv-app/MotoThinkUEM/MotoThinkUEM.apk,com.motorola.enterprise.service
/data/app/~~4TOmHGiuqeSFZ379dz9DZA,
/product/overlay/MotoSoundPickerOverlayMetro.apk,com.motorola.default.ringtones.overlay.metro.usku
/product/priv-app/TMOConfig/TMOConfig.apk,com.motorola.carrierconfig
/system_ext/priv-app/Bug2GoStub/Bug2GoStub.apk,com.motorola.bug2go
/product/overlay/NavigationBarModeGestural/NavigationBarModeGesturalOverlay.apk,com.android.internal.systemui.navbar.gestural
/product/overlay/LauncherConfig-rro-att.apk,com.motorola.launcherconfig.overlay.att
/product/overlay/GmsConfigOverlayCommon.apk,com.google.android.overlay.gmsconfig.common
/system_ext/priv-app/SetupWizardExt/SetupWizardExt.apk,com.motorola.setup
/product/overlay/IconShapeRound/IconShapeRoundOverlay.apk,com.android.theme.icon.round
/product/overlay/LauncherConfig-rro-vzw.apk,com.motorola.launcherconfig.overlay.vzw
/product/overlay/DisplayCutoutEmulationTall/DisplayCutoutEmulationTallOverlay.apk,com.android.internal.display.cutout.emulation.tall
/system_ext/priv-app/Fota/Fota.apk,com.motorola.android.fota
/system_ext/priv-app/MotoWifiMetrics/MotoWifiMetrics.apk,com.motorola.wifi.motowifimetrics
/apex/com.android.wifi/app/WifiDialogGoogle@360735060/WifiDialogGoogle.apk,com.google.android.wifi.dialog
/system/app/Traceur/Traceur.apk,com.android.traceur
/product/overlay/MotoSystemUIOverlayTMO/MotoSystemUIOverlayTMO.apk,com.motorola.android.systemui.overlay.tmo
/apex/com.android.tethering/priv-app/ServiceConnectivityResourcesGoogle@360743340/ServiceConnectivityResourcesGoogle.apk,com.google.android.connectivity.resources
/data/app/~~lFSv6d29jhE5Qdxh9ZQwcw,
/data/app/~~iVr7QipIPVqcIsap1QyQWw,
/system_ext/priv-app/MotoCare/MotoCare.apk,com.motorola.motocare
/product/overlay/GmsConfigOverlayPhotos.apk,com.google.android.overlay.gmsconfig.photos
/product/overlay/Launcher3QuickStep__fogo_g__auto_generated_rro_product.apk,com.motorola.launcher3.auto_generated_rro_product__
/system/priv-app/DownloadProviderUi/DownloadProviderUi.apk,com.android.providers.downloads.ui
/system/priv-app/DeviceAsWebcam/DeviceAsWebcam.apk,com.android.DeviceAsWebcam
/product/priv-app/HotwordEnrollmentXGoogleHEXAGON_WIDEBAND/HotwordEnrollmentXGoogleHEXAGON_WIDEBAND.apk,com.android.hotwordenrollment.xgoogle
/product/overlay/MotoSetupWizardExtOverlayAtt.apk,com.motorola.setup.overlay.att
/product/priv-app/AttPersonalCloud/AttPersonalCloud.apk,com.att.personalcloud
/apex/com.android.ondevicepersonalization/app/FederatedComputeGoogle@360738140/FederatedComputeGoogle.apk,com.google.android.federatedcompute
/system_ext/priv-app/PAKS/PAKS.apk,com.motorola.paks
/system_ext/priv-app/HiddenMenu/HiddenMenu.apk,com.motorola.hiddenmenuapp
/product/overlay/MotoSetupWizardExtOverlayBoost.apk,com.motorola.setup.overlay.boost
/system_ext/priv-app/daxService/daxService.apk,com.dolby.daxservice
/product/overlay/MotorolaSettingsProvider__fogo_g__auto_generated_rro_product.apk,com.motorola.android.providers.settings.auto_generated_rro_product__
/system_ext/priv-app/CarrierConfig/CarrierConfig.apk,com.android.carrierconfig
/system_ext/priv-app/MotoSecurityHub/MotoSecurityHub.apk,com.motorola.securityhub
/system/priv-app/CredentialManager/CredentialManager.apk,com.android.credentialmanager
/data/app/~~O3ZXzd3c1kJ5AskDvNAQbw,
/product/priv-app/Vowifi/Vowifi.apk,com.motorola.attvowifi
/data/app/~~69d-Cod7i7iQ92bYRUKShQ,
/product/overlay/LauncherConfig-rro-tracfone.apk,com.motorola.launcherconfig.overlay.tracfone
/product/app/uimgbaservice/uimgbaservice.apk,com.qualcomm.qti.uimGbaApp
/product/overlay/GmsConfigOverlayPersonalSafety.apk,com.google.android.overlay.gmsconfig.personalsafety
/product/priv-app/MotoActions/MotoActions.apk,com.motorola.actions
/product/priv-app/SettingsIntelligence/SettingsIntelligence.apk,com.android.settings.intelligence
/product/priv-app/Entitlement/Entitlement.apk,com.motorola.entitlement
/product/overlay/GoogleDocumentsUIOverlay.apk,com.google.android.overlay.modules.documentsui
/product/overlay/MotoLauncherOverlayKoodo.apk,com.motorola.android.launcher.overlay.koodo
/system_ext/priv-app/Launcher3QuickStep/Launcher3QuickStep.apk,com.motorola.launcher3
/product/overlay/MotoAdaptiveVolumeOverlay.apk,com.motorola.dynamicvolumeoverlay
/product/overlay/GooglePermissionControllerOverlay.apk,com.google.android.overlay.modules.permissioncontroller
/product/priv-app/TrafficStatsProvider/TrafficStatsProvider.apk,com.tmobile.echolocate.system
/product/app/MotCamera3AI/MotCamera3AI.apk,com.motorola.camera3.content.ai
/product/priv-app/DishVVM/DishVVM.apk,com.dish.vvm
/system_ext/priv-app/3c_ota/3c_ota.apk,com.motorola.ccc.ota
/data/app/~~Y-25Gus7hAmi2NOdO9Blrg,
/system/priv-app/UserDictionaryProvider/UserDictionaryProvider.apk,com.android.providers.userdictionary
/product/priv-app/CarrierSettingsExt/CarrierSettingsExt.apk,com.motorola.carriersettingsext
/system_ext/priv-app/MotoSmart5G/MotoSmart5G.apk,com.motorola.smart5g
/product/overlay/FontRobotoSlabRegular/FontRobotoSlabRegularOverlay.apk,com.android.theme.font.RobotoSlabRegular
/data/app/~~reRV4qLXc4h5eu1nBuCMEg,
/product/overlay/LauncherConfig-rro-cricket.apk,com.motorola.launcherconfig.overlay.cricket
/system/priv-app/GooglePackageInstaller/GooglePackageInstaller.apk,com.google.android.packageinstaller
/product/priv-app/GoogleDialer/GoogleDialer.apk,com.google.android.dialer
/product/priv-app/WfcActivation/WfcActivation.apk,com.google.android.wfcactivation
/system_ext/app/AtFwd2/AtFwd2.apk,com.qualcomm.atfwd2
/product/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk,com.android.internal.systemui.navbar.threebutton
/product/priv-app/TmoSettingsExt/TmoSettingsExt.apk,com.motorola.tmo.settingsext
/product/overlay/LauncherConfig-rro-usc.apk,com.motorola.launcherconfig.overlay.usc
/system/app/KeyChain/KeyChain.apk,com.android.keychain
/product/overlay/MotoLauncherOverlayNA.apk,com.motorola.android.launcher.overlay.motolauncheroverlayna
/data/app/~~6bugALXh1vv6XHF1HY7KwA,
/system/priv-app/LiveWallpapersPicker/LiveWallpapersPicker.apk,com.android.wallpaper.livepicker
/product/priv-app/myCC/myCC.apk,cci.usage
/apex/com.android.adservices/priv-app/AdServicesApkGoogle@360738140/AdServicesApkGoogle.apk,com.google.android.adservices.api
/product/priv-app/EchoLocate/EchoLocate.apk,com.tmobile.echolocate
/product/overlay/DisplayCutoutEmulationCorner/DisplayCutoutEmulationCornerOverlay.apk,com.android.internal.display.cutout.emulation.corner
/system/priv-app/PartnerBookmarksProvider/PartnerBookmarksProvider.apk,com.android.providers.partnerbookmarks
/product/app/TFMySites/TFMySites.apk,com.tracfone.generic.mysites
/system/app/BasicDreams/BasicDreams.apk,com.android.dreams.basic
/product/priv-app/ComcastExt/ComcastExt.apk,com.motorola.comcastext
/product/overlay/IconShapePebble/IconShapePebbleOverlay.apk,com.android.theme.icon.pebble
/data/app/~~rpt_WbGbwRBewr_Xdo_3wA,
/system/priv-app/ExternalStorageProvider/ExternalStorageProvider.apk,com.android.externalstorage
/product/priv-app/ComcastCarrier/ComcastCarrier.apk,com.xfinitymobile.cometcarrierservice
/product/overlay/SettingsProvider__fogo_g__auto_generated_rro_product.apk,com.android.providers.settings.auto_generated_rro_product__
/product/overlay/MotoSettingsPowerBottomOverlay.apk,com.motorola.android.settings.overlay.power.bottom
/system_ext/priv-app/motoDigitalAccount/motoDigitalAccount.apk,com.motorola.dimo
/apex/com.android.ondevicepersonalization/priv-app/OnDevicePersonalizationGoogle@360738140/OnDevicePersonalizationGoogle.apk,com.google.android.ondevicepersonalization.services
/product/priv-app/ContentManager/ContentManager.apk,com.tmobile.dm.cm
/product/overlay/MotoSettingsGlobalOverlay.apk,com.motorola.android.settings.overlay.global
/data/app/~~8vbVoXBuFKXxym-Lf9YFrA,
/system_ext/priv-app/AttIqi/AttIqi.apk,com.att.iqi
/product/priv-app/VzwDeviceSetup/VzwDeviceSetup.apk,com.motorola.setupwizard.devicesetup
/product/overlay/framework-res__fogo_g__auto_generated_rro_product.apk,android.auto_generated_rro_product__
/system_ext/app/workloadclassifier/workloadclassifier.apk,com.qualcomm.qti.workloadclassifier
/product/app/GoogleLocationHistory/GoogleLocationHistory.apk,com.google.android.gms.location.history
/system_ext/app/AccessibilityMenu/AccessibilityMenu.apk,com.android.systemui.accessibility.accessibilitymenu
/product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk,com.motorola.faceunlock
/apex/com.android.apex.cts.shim/app/CtsShim@MAIN/CtsShim.apk,com.android.cts.ctsshim
/product/overlay/MotoCellBroadcastReceiverOverlay.apk,com.android.cellbroadcast.overlay
/system_ext/priv-app/QuickAccessWallet/QuickAccessWallet.apk,com.android.systemui.plugin.globalactions.wallet
/product/app/EuiccPartnerApp/EuiccPartnerApp.apk,com.oem.euiccpartnerapp
/product/overlay/TelephonyProviderCarrierSettingsRRO.apk,com.android.providers.telephony.overlay.carriersettings
/product/priv-app/VzwDM/VzwDM.apk,com.motorola.omadm.vzw
/apex/com.android.extservices/priv-app/GoogleExtServices@360737100/GoogleExtServices.apk,com.google.android.ext.services
/data/app/~~Rndp_p2x6q6jT3ZwU0ybMA,
/system_ext/app/uceShimService/uceShimService.apk,com.qualcomm.qti.uceShimService
/product/overlay/MotoSettingsOverlayFullDSOpportunistic.apk,com.motorola.settings.overlay.full_ds_opportunistic
/product/overlay/EuiccPartnerAppCCRRO.apk,com.oem.euiccpartnerapp.overlay.cc
